pathway	circuit	circuit_name	gene	symbol	eff_node	eff_gene
hsa04920	P-hsa04920-1	Adipocytokine signaling pathway: N-Acylsphingosine	207	AKT1	AKT1	NA
hsa04920	P-hsa04920-1	Adipocytokine signaling pathway: N-Acylsphingosine	208	AKT2	AKT2	NA
hsa04921	P-hsa04921-23	Oxytocin signaling pathway: Arachidonate	2776	GNAQ	NA	NA
hsa04921	P-hsa04921-23	Oxytocin signaling pathway: Arachidonate	5021	OXTR	NA	NA
hsa04921	P-hsa04921-23	Oxytocin signaling pathway: Arachidonate	5020	OXT	NA	NA
hsa04921	P-hsa04921-23	Oxytocin signaling pathway: Arachidonate	23236	PLCB1	NA	NA
hsa04921	P-hsa04921-23	Oxytocin signaling pathway: Arachidonate	5330	PLCB2	NA	NA
hsa04921	P-hsa04921-23	Oxytocin signaling pathway: Arachidonate	5331	PLCB3	NA	NA
hsa04921	P-hsa04921-23	Oxytocin signaling pathway: Arachidonate	5332	PLCB4	NA	NA
hsa04921	P-hsa04921-23	Oxytocin signaling pathway: Arachidonate	5578	PRKCA	NA	NA
hsa04921	P-hsa04921-23	Oxytocin signaling pathway: Arachidonate	5579	PRKCB	NA	NA
hsa04921	P-hsa04921-23	Oxytocin signaling pathway: Arachidonate	5582	PRKCG	NA	NA
hsa04921	P-hsa04921-23	Oxytocin signaling pathway: Arachidonate	3265	HRAS	NA	NA
hsa04921	P-hsa04921-23	Oxytocin signaling pathway: Arachidonate	3845	KRAS	NA	NA
hsa04921	P-hsa04921-23	Oxytocin signaling pathway: Arachidonate	4893	NRAS	NA	NA
hsa04921	P-hsa04921-23	Oxytocin signaling pathway: Arachidonate	5894	RAF1	NA	NA
hsa04921	P-hsa04921-23	Oxytocin signaling pathway: Arachidonate	5604	MAP2K1	NA	NA
hsa04921	P-hsa04921-23	Oxytocin signaling pathway: Arachidonate	5605	MAP2K2	NA	NA
hsa04921	P-hsa04921-23	Oxytocin signaling pathway: Arachidonate	5594	MAPK1	NA	NA
hsa04921	P-hsa04921-23	Oxytocin signaling pathway: Arachidonate	5595	MAPK3	NA	NA
hsa04921	P-hsa04921-23	Oxytocin signaling pathway: Arachidonate	100137049	PLA2G4B	PLA2G4B	PLA2G4B
hsa04921	P-hsa04921-23	Oxytocin signaling pathway: Arachidonate	123745	PLA2G4E	PLA2G4E	NA
hsa04921	P-hsa04921-23	Oxytocin signaling pathway: Arachidonate	255189	PLA2G4F	PLA2G4F	NA
hsa04921	P-hsa04921-23	Oxytocin signaling pathway: Arachidonate	283748	PLA2G4D	PLA2G4D	NA
hsa04921	P-hsa04921-23	Oxytocin signaling pathway: Arachidonate	5321	PLA2G4A	PLA2G4A	NA
hsa04921	P-hsa04921-23	Oxytocin signaling pathway: Arachidonate	8605	PLA2G4C	PLA2G4C	NA
hsa04921	P-hsa04921-23	Oxytocin signaling pathway: Arachidonate	8681	JMJD7-PLA2G4B	JMJD7-PLA2G4B	NA
hsa04921	P-hsa04921-23	Oxytocin signaling pathway: Arachidonate	3708	ITPR1	NA	NA
hsa04921	P-hsa04921-23	Oxytocin signaling pathway: Arachidonate	3709	ITPR2	NA	NA
hsa04921	P-hsa04921-23	Oxytocin signaling pathway: Arachidonate	3710	ITPR3	NA	NA
hsa04921	P-hsa04921-41	Oxytocin signaling pathway: PTGS2	2776	GNAQ	NA	NA
hsa04921	P-hsa04921-41	Oxytocin signaling pathway: PTGS2	5021	OXTR	NA	NA
hsa04921	P-hsa04921-41	Oxytocin signaling pathway: PTGS2	5020	OXT	NA	NA
hsa04921	P-hsa04921-41	Oxytocin signaling pathway: PTGS2	23236	PLCB1	NA	NA
hsa04921	P-hsa04921-41	Oxytocin signaling pathway: PTGS2	5330	PLCB2	NA	NA
hsa04921	P-hsa04921-41	Oxytocin signaling pathway: PTGS2	5331	PLCB3	NA	NA
hsa04921	P-hsa04921-41	Oxytocin signaling pathway: PTGS2	5332	PLCB4	NA	NA
hsa04921	P-hsa04921-41	Oxytocin signaling pathway: PTGS2	5578	PRKCA	NA	NA
hsa04921	P-hsa04921-41	Oxytocin signaling pathway: PTGS2	5579	PRKCB	NA	NA
hsa04921	P-hsa04921-41	Oxytocin signaling pathway: PTGS2	5582	PRKCG	NA	NA
hsa04921	P-hsa04921-41	Oxytocin signaling pathway: PTGS2	3265	HRAS	NA	NA
hsa04921	P-hsa04921-41	Oxytocin signaling pathway: PTGS2	3845	KRAS	NA	NA
hsa04921	P-hsa04921-41	Oxytocin signaling pathway: PTGS2	4893	NRAS	NA	NA
hsa04921	P-hsa04921-41	Oxytocin signaling pathway: PTGS2	5894	RAF1	NA	NA
hsa04921	P-hsa04921-41	Oxytocin signaling pathway: PTGS2	5604	MAP2K1	NA	NA
hsa04921	P-hsa04921-41	Oxytocin signaling pathway: PTGS2	5605	MAP2K2	NA	NA
hsa04921	P-hsa04921-41	Oxytocin signaling pathway: PTGS2	5594	MAPK1	NA	NA
hsa04921	P-hsa04921-41	Oxytocin signaling pathway: PTGS2	5595	MAPK3	NA	NA
hsa04921	P-hsa04921-41	Oxytocin signaling pathway: PTGS2	5607	MAP2K5	NA	NA
hsa04921	P-hsa04921-41	Oxytocin signaling pathway: PTGS2	5598	MAPK7	NA	NA
hsa04921	P-hsa04921-41	Oxytocin signaling pathway: PTGS2	3708	ITPR1	NA	NA
hsa04921	P-hsa04921-41	Oxytocin signaling pathway: PTGS2	3709	ITPR2	NA	NA
hsa04921	P-hsa04921-41	Oxytocin signaling pathway: PTGS2	3710	ITPR3	NA	NA
hsa04921	P-hsa04921-41	Oxytocin signaling pathway: PTGS2	5743	PTGS2	PTGS2	PTGS2
hsa04921	P-hsa04921-58	Oxytocin signaling pathway: MEF2C	2776	GNAQ	NA	NA
hsa04921	P-hsa04921-58	Oxytocin signaling pathway: MEF2C	5021	OXTR	NA	NA
hsa04921	P-hsa04921-58	Oxytocin signaling pathway: MEF2C	5020	OXT	NA	NA
hsa04921	P-hsa04921-58	Oxytocin signaling pathway: MEF2C	23236	PLCB1	NA	NA
hsa04921	P-hsa04921-58	Oxytocin signaling pathway: MEF2C	5330	PLCB2	NA	NA
hsa04921	P-hsa04921-58	Oxytocin signaling pathway: MEF2C	5331	PLCB3	NA	NA
hsa04921	P-hsa04921-58	Oxytocin signaling pathway: MEF2C	5332	PLCB4	NA	NA
hsa04921	P-hsa04921-58	Oxytocin signaling pathway: MEF2C	5578	PRKCA	NA	NA
hsa04921	P-hsa04921-58	Oxytocin signaling pathway: MEF2C	5579	PRKCB	NA	NA
hsa04921	P-hsa04921-58	Oxytocin signaling pathway: MEF2C	5582	PRKCG	NA	NA
hsa04921	P-hsa04921-58	Oxytocin signaling pathway: MEF2C	3265	HRAS	NA	NA
hsa04921	P-hsa04921-58	Oxytocin signaling pathway: MEF2C	3845	KRAS	NA	NA
hsa04921	P-hsa04921-58	Oxytocin signaling pathway: MEF2C	4893	NRAS	NA	NA
hsa04921	P-hsa04921-58	Oxytocin signaling pathway: MEF2C	5894	RAF1	NA	NA
hsa04921	P-hsa04921-58	Oxytocin signaling pathway: MEF2C	5604	MAP2K1	NA	NA
hsa04921	P-hsa04921-58	Oxytocin signaling pathway: MEF2C	5605	MAP2K2	NA	NA
hsa04921	P-hsa04921-58	Oxytocin signaling pathway: MEF2C	5594	MAPK1	NA	NA
hsa04921	P-hsa04921-58	Oxytocin signaling pathway: MEF2C	5595	MAPK3	NA	NA
hsa04921	P-hsa04921-58	Oxytocin signaling pathway: MEF2C	5607	MAP2K5	NA	NA
hsa04921	P-hsa04921-58	Oxytocin signaling pathway: MEF2C	5598	MAPK7	NA	NA
hsa04921	P-hsa04921-58	Oxytocin signaling pathway: MEF2C	3708	ITPR1	NA	NA
hsa04921	P-hsa04921-58	Oxytocin signaling pathway: MEF2C	3709	ITPR2	NA	NA
hsa04921	P-hsa04921-58	Oxytocin signaling pathway: MEF2C	3710	ITPR3	NA	NA
hsa04921	P-hsa04921-58	Oxytocin signaling pathway: MEF2C	4208	MEF2C	MEF2C	MEF2C
hsa04921	P-hsa04921-56	Oxytocin signaling pathway: JUN	2776	GNAQ	NA	NA
hsa04921	P-hsa04921-56	Oxytocin signaling pathway: JUN	5021	OXTR	NA	NA
hsa04921	P-hsa04921-56	Oxytocin signaling pathway: JUN	5020	OXT	NA	NA
hsa04921	P-hsa04921-56	Oxytocin signaling pathway: JUN	23236	PLCB1	NA	NA
hsa04921	P-hsa04921-56	Oxytocin signaling pathway: JUN	5330	PLCB2	NA	NA
hsa04921	P-hsa04921-56	Oxytocin signaling pathway: JUN	5331	PLCB3	NA	NA
hsa04921	P-hsa04921-56	Oxytocin signaling pathway: JUN	5332	PLCB4	NA	NA
hsa04921	P-hsa04921-56	Oxytocin signaling pathway: JUN	5578	PRKCA	NA	NA
hsa04921	P-hsa04921-56	Oxytocin signaling pathway: JUN	5579	PRKCB	NA	NA
hsa04921	P-hsa04921-56	Oxytocin signaling pathway: JUN	5582	PRKCG	NA	NA
hsa04921	P-hsa04921-56	Oxytocin signaling pathway: JUN	3265	HRAS	NA	NA
hsa04921	P-hsa04921-56	Oxytocin signaling pathway: JUN	3845	KRAS	NA	NA
hsa04921	P-hsa04921-56	Oxytocin signaling pathway: JUN	4893	NRAS	NA	NA
hsa04921	P-hsa04921-56	Oxytocin signaling pathway: JUN	5894	RAF1	NA	NA
hsa04921	P-hsa04921-56	Oxytocin signaling pathway: JUN	5604	MAP2K1	NA	NA
hsa04921	P-hsa04921-56	Oxytocin signaling pathway: JUN	5605	MAP2K2	NA	NA
hsa04921	P-hsa04921-56	Oxytocin signaling pathway: JUN	5594	MAPK1	NA	NA
hsa04921	P-hsa04921-56	Oxytocin signaling pathway: JUN	5595	MAPK3	NA	NA
hsa04921	P-hsa04921-56	Oxytocin signaling pathway: JUN	5607	MAP2K5	NA	NA
hsa04921	P-hsa04921-56	Oxytocin signaling pathway: JUN	5598	MAPK7	NA	NA
hsa04921	P-hsa04921-56	Oxytocin signaling pathway: JUN	3708	ITPR1	NA	NA
hsa04921	P-hsa04921-56	Oxytocin signaling pathway: JUN	3709	ITPR2	NA	NA
hsa04921	P-hsa04921-56	Oxytocin signaling pathway: JUN	3710	ITPR3	NA	NA
hsa04921	P-hsa04921-56	Oxytocin signaling pathway: JUN	3725	JUN	JUN	JUN
hsa04921	P-hsa04921-59	Oxytocin signaling pathway: CCND1	2776	GNAQ	NA	NA
hsa04921	P-hsa04921-59	Oxytocin signaling pathway: CCND1	5021	OXTR	NA	NA
hsa04921	P-hsa04921-59	Oxytocin signaling pathway: CCND1	5020	OXT	NA	NA
hsa04921	P-hsa04921-59	Oxytocin signaling pathway: CCND1	23236	PLCB1	NA	NA
hsa04921	P-hsa04921-59	Oxytocin signaling pathway: CCND1	5330	PLCB2	NA	NA
hsa04921	P-hsa04921-59	Oxytocin signaling pathway: CCND1	5331	PLCB3	NA	NA
hsa04921	P-hsa04921-59	Oxytocin signaling pathway: CCND1	5332	PLCB4	NA	NA
hsa04921	P-hsa04921-59	Oxytocin signaling pathway: CCND1	5578	PRKCA	NA	NA
hsa04921	P-hsa04921-59	Oxytocin signaling pathway: CCND1	5579	PRKCB	NA	NA
hsa04921	P-hsa04921-59	Oxytocin signaling pathway: CCND1	5582	PRKCG	NA	NA
hsa04921	P-hsa04921-59	Oxytocin signaling pathway: CCND1	3265	HRAS	NA	NA
hsa04921	P-hsa04921-59	Oxytocin signaling pathway: CCND1	3845	KRAS	NA	NA
hsa04921	P-hsa04921-59	Oxytocin signaling pathway: CCND1	4893	NRAS	NA	NA
hsa04921	P-hsa04921-59	Oxytocin signaling pathway: CCND1	5894	RAF1	NA	NA
hsa04921	P-hsa04921-59	Oxytocin signaling pathway: CCND1	5604	MAP2K1	NA	NA
hsa04921	P-hsa04921-59	Oxytocin signaling pathway: CCND1	5605	MAP2K2	NA	NA
hsa04921	P-hsa04921-59	Oxytocin signaling pathway: CCND1	5594	MAPK1	NA	NA
hsa04921	P-hsa04921-59	Oxytocin signaling pathway: CCND1	5595	MAPK3	NA	NA
hsa04921	P-hsa04921-59	Oxytocin signaling pathway: CCND1	5607	MAP2K5	NA	NA
hsa04921	P-hsa04921-59	Oxytocin signaling pathway: CCND1	5598	MAPK7	NA	NA
hsa04921	P-hsa04921-59	Oxytocin signaling pathway: CCND1	3708	ITPR1	NA	NA
hsa04921	P-hsa04921-59	Oxytocin signaling pathway: CCND1	3709	ITPR2	NA	NA
hsa04921	P-hsa04921-59	Oxytocin signaling pathway: CCND1	3710	ITPR3	NA	NA
hsa04921	P-hsa04921-59	Oxytocin signaling pathway: CCND1	595	CCND1	CCND1	CCND1
hsa04921	P-hsa04921-57	Oxytocin signaling pathway: FOS	2776	GNAQ	NA	NA
hsa04921	P-hsa04921-57	Oxytocin signaling pathway: FOS	5021	OXTR	NA	NA
hsa04921	P-hsa04921-57	Oxytocin signaling pathway: FOS	5020	OXT	NA	NA
hsa04921	P-hsa04921-57	Oxytocin signaling pathway: FOS	23236	PLCB1	NA	NA
hsa04921	P-hsa04921-57	Oxytocin signaling pathway: FOS	5330	PLCB2	NA	NA
hsa04921	P-hsa04921-57	Oxytocin signaling pathway: FOS	5331	PLCB3	NA	NA
hsa04921	P-hsa04921-57	Oxytocin signaling pathway: FOS	5332	PLCB4	NA	NA
hsa04921	P-hsa04921-57	Oxytocin signaling pathway: FOS	5578	PRKCA	NA	NA
hsa04921	P-hsa04921-57	Oxytocin signaling pathway: FOS	5579	PRKCB	NA	NA
hsa04921	P-hsa04921-57	Oxytocin signaling pathway: FOS	5582	PRKCG	NA	NA
hsa04921	P-hsa04921-57	Oxytocin signaling pathway: FOS	3265	HRAS	NA	NA
hsa04921	P-hsa04921-57	Oxytocin signaling pathway: FOS	3845	KRAS	NA	NA
hsa04921	P-hsa04921-57	Oxytocin signaling pathway: FOS	4893	NRAS	NA	NA
hsa04921	P-hsa04921-57	Oxytocin signaling pathway: FOS	5894	RAF1	NA	NA
hsa04921	P-hsa04921-57	Oxytocin signaling pathway: FOS	5604	MAP2K1	NA	NA
hsa04921	P-hsa04921-57	Oxytocin signaling pathway: FOS	5605	MAP2K2	NA	NA
hsa04921	P-hsa04921-57	Oxytocin signaling pathway: FOS	5594	MAPK1	NA	NA
hsa04921	P-hsa04921-57	Oxytocin signaling pathway: FOS	5595	MAPK3	NA	NA
hsa04921	P-hsa04921-57	Oxytocin signaling pathway: FOS	5607	MAP2K5	NA	NA
hsa04921	P-hsa04921-57	Oxytocin signaling pathway: FOS	5598	MAPK7	NA	NA
hsa04921	P-hsa04921-57	Oxytocin signaling pathway: FOS	3708	ITPR1	NA	NA
hsa04921	P-hsa04921-57	Oxytocin signaling pathway: FOS	3709	ITPR2	NA	NA
hsa04921	P-hsa04921-57	Oxytocin signaling pathway: FOS	3710	ITPR3	NA	NA
hsa04921	P-hsa04921-57	Oxytocin signaling pathway: FOS	2353	FOS	FOS	FOS
hsa04921	P-hsa04921-60	Oxytocin signaling pathway: ELK1	2776	GNAQ	NA	NA
hsa04921	P-hsa04921-60	Oxytocin signaling pathway: ELK1	5021	OXTR	NA	NA
hsa04921	P-hsa04921-60	Oxytocin signaling pathway: ELK1	5020	OXT	NA	NA
hsa04921	P-hsa04921-60	Oxytocin signaling pathway: ELK1	23236	PLCB1	NA	NA
hsa04921	P-hsa04921-60	Oxytocin signaling pathway: ELK1	5330	PLCB2	NA	NA
hsa04921	P-hsa04921-60	Oxytocin signaling pathway: ELK1	5331	PLCB3	NA	NA
hsa04921	P-hsa04921-60	Oxytocin signaling pathway: ELK1	5332	PLCB4	NA	NA
hsa04921	P-hsa04921-60	Oxytocin signaling pathway: ELK1	5578	PRKCA	NA	NA
hsa04921	P-hsa04921-60	Oxytocin signaling pathway: ELK1	5579	PRKCB	NA	NA
hsa04921	P-hsa04921-60	Oxytocin signaling pathway: ELK1	5582	PRKCG	NA	NA
hsa04921	P-hsa04921-60	Oxytocin signaling pathway: ELK1	3265	HRAS	NA	NA
hsa04921	P-hsa04921-60	Oxytocin signaling pathway: ELK1	3845	KRAS	NA	NA
hsa04921	P-hsa04921-60	Oxytocin signaling pathway: ELK1	4893	NRAS	NA	NA
hsa04921	P-hsa04921-60	Oxytocin signaling pathway: ELK1	5894	RAF1	NA	NA
hsa04921	P-hsa04921-60	Oxytocin signaling pathway: ELK1	5604	MAP2K1	NA	NA
hsa04921	P-hsa04921-60	Oxytocin signaling pathway: ELK1	5605	MAP2K2	NA	NA
hsa04921	P-hsa04921-60	Oxytocin signaling pathway: ELK1	5594	MAPK1	NA	NA
hsa04921	P-hsa04921-60	Oxytocin signaling pathway: ELK1	5595	MAPK3	NA	NA
hsa04921	P-hsa04921-60	Oxytocin signaling pathway: ELK1	5607	MAP2K5	NA	NA
hsa04921	P-hsa04921-60	Oxytocin signaling pathway: ELK1	5598	MAPK7	NA	NA
hsa04921	P-hsa04921-60	Oxytocin signaling pathway: ELK1	3708	ITPR1	NA	NA
hsa04921	P-hsa04921-60	Oxytocin signaling pathway: ELK1	3709	ITPR2	NA	NA
hsa04921	P-hsa04921-60	Oxytocin signaling pathway: ELK1	3710	ITPR3	NA	NA
hsa04921	P-hsa04921-60	Oxytocin signaling pathway: ELK1	2002	ELK1	ELK1	ELK1
hsa04921	P-hsa04921-28	Oxytocin signaling pathway: EEF2	2776	GNAQ	NA	NA
hsa04921	P-hsa04921-28	Oxytocin signaling pathway: EEF2	5021	OXTR	NA	NA
hsa04921	P-hsa04921-28	Oxytocin signaling pathway: EEF2	5020	OXT	NA	NA
hsa04921	P-hsa04921-28	Oxytocin signaling pathway: EEF2	23236	PLCB1	NA	NA
hsa04921	P-hsa04921-28	Oxytocin signaling pathway: EEF2	5330	PLCB2	NA	NA
hsa04921	P-hsa04921-28	Oxytocin signaling pathway: EEF2	5331	PLCB3	NA	NA
hsa04921	P-hsa04921-28	Oxytocin signaling pathway: EEF2	5332	PLCB4	NA	NA
hsa04921	P-hsa04921-28	Oxytocin signaling pathway: EEF2	5578	PRKCA	NA	NA
hsa04921	P-hsa04921-28	Oxytocin signaling pathway: EEF2	5579	PRKCB	NA	NA
hsa04921	P-hsa04921-28	Oxytocin signaling pathway: EEF2	5582	PRKCG	NA	NA
hsa04921	P-hsa04921-28	Oxytocin signaling pathway: EEF2	101930123	NA	NA	NA
hsa04921	P-hsa04921-28	Oxytocin signaling pathway: EEF2	29904	EEF2K	NA	NA
hsa04921	P-hsa04921-28	Oxytocin signaling pathway: EEF2	3708	ITPR1	NA	NA
hsa04921	P-hsa04921-28	Oxytocin signaling pathway: EEF2	3709	ITPR2	NA	NA
hsa04921	P-hsa04921-28	Oxytocin signaling pathway: EEF2	3710	ITPR3	NA	NA
hsa04921	P-hsa04921-28	Oxytocin signaling pathway: EEF2	1938	EEF2	EEF2	EEF2
hsa04921	P-hsa04921-65	Oxytocin signaling pathway: TRPM2	2776	GNAQ	NA	NA
hsa04921	P-hsa04921-65	Oxytocin signaling pathway: TRPM2	5021	OXTR	NA	NA
hsa04921	P-hsa04921-65	Oxytocin signaling pathway: TRPM2	5020	OXT	NA	NA
hsa04921	P-hsa04921-65	Oxytocin signaling pathway: TRPM2	23236	PLCB1	NA	NA
hsa04921	P-hsa04921-65	Oxytocin signaling pathway: TRPM2	5330	PLCB2	NA	NA
hsa04921	P-hsa04921-65	Oxytocin signaling pathway: TRPM2	5331	PLCB3	NA	NA
hsa04921	P-hsa04921-65	Oxytocin signaling pathway: TRPM2	5332	PLCB4	NA	NA
hsa04921	P-hsa04921-65	Oxytocin signaling pathway: TRPM2	5578	PRKCA	NA	NA
hsa04921	P-hsa04921-65	Oxytocin signaling pathway: TRPM2	5579	PRKCB	NA	NA
hsa04921	P-hsa04921-65	Oxytocin signaling pathway: TRPM2	5582	PRKCG	NA	NA
hsa04921	P-hsa04921-65	Oxytocin signaling pathway: TRPM2	952	CD38	NA	NA
hsa04921	P-hsa04921-65	Oxytocin signaling pathway: TRPM2	3708	ITPR1	NA	NA
hsa04921	P-hsa04921-65	Oxytocin signaling pathway: TRPM2	3709	ITPR2	NA	NA
hsa04921	P-hsa04921-65	Oxytocin signaling pathway: TRPM2	3710	ITPR3	NA	NA
hsa04921	P-hsa04921-65	Oxytocin signaling pathway: TRPM2	7226	TRPM2	TRPM2	TRPM2
hsa04921	P-hsa04921-67	Oxytocin signaling pathway: RYR1	2776	GNAQ	NA	NA
hsa04921	P-hsa04921-67	Oxytocin signaling pathway: RYR1	5021	OXTR	NA	NA
hsa04921	P-hsa04921-67	Oxytocin signaling pathway: RYR1	5020	OXT	NA	NA
hsa04921	P-hsa04921-67	Oxytocin signaling pathway: RYR1	23236	PLCB1	NA	NA
hsa04921	P-hsa04921-67	Oxytocin signaling pathway: RYR1	5330	PLCB2	NA	NA
hsa04921	P-hsa04921-67	Oxytocin signaling pathway: RYR1	5331	PLCB3	NA	NA
hsa04921	P-hsa04921-67	Oxytocin signaling pathway: RYR1	5332	PLCB4	NA	NA
hsa04921	P-hsa04921-67	Oxytocin signaling pathway: RYR1	5578	PRKCA	NA	NA
hsa04921	P-hsa04921-67	Oxytocin signaling pathway: RYR1	5579	PRKCB	NA	NA
hsa04921	P-hsa04921-67	Oxytocin signaling pathway: RYR1	5582	PRKCG	NA	NA
hsa04921	P-hsa04921-67	Oxytocin signaling pathway: RYR1	952	CD38	NA	NA
hsa04921	P-hsa04921-67	Oxytocin signaling pathway: RYR1	3708	ITPR1	NA	NA
hsa04921	P-hsa04921-67	Oxytocin signaling pathway: RYR1	3709	ITPR2	NA	NA
hsa04921	P-hsa04921-67	Oxytocin signaling pathway: RYR1	3710	ITPR3	NA	NA
hsa04921	P-hsa04921-67	Oxytocin signaling pathway: RYR1	6261	RYR1	RYR1	RYR1
hsa04921	P-hsa04921-67	Oxytocin signaling pathway: RYR1	6262	RYR2	RYR2	NA
hsa04921	P-hsa04921-67	Oxytocin signaling pathway: RYR1	6263	RYR3	RYR3	NA
hsa04921	P-hsa04921-34 35	Oxytocin signaling pathway: MYL9 ACTB	2776	GNAQ	NA	NA
hsa04921	P-hsa04921-34 35	Oxytocin signaling pathway: MYL9 ACTB	340156	MYLK4	NA	NA
hsa04921	P-hsa04921-34 35	Oxytocin signaling pathway: MYL9 ACTB	4638	MYLK	NA	NA
hsa04921	P-hsa04921-34 35	Oxytocin signaling pathway: MYL9 ACTB	85366	MYLK2	NA	NA
hsa04921	P-hsa04921-34 35	Oxytocin signaling pathway: MYL9 ACTB	91807	MYLK3	NA	NA
hsa04921	P-hsa04921-34 35	Oxytocin signaling pathway: MYL9 ACTB	163688	CALML6	NA	NA
hsa04921	P-hsa04921-34 35	Oxytocin signaling pathway: MYL9 ACTB	51806	CALML5	NA	NA
hsa04921	P-hsa04921-34 35	Oxytocin signaling pathway: MYL9 ACTB	801	CALM1	NA	NA
hsa04921	P-hsa04921-34 35	Oxytocin signaling pathway: MYL9 ACTB	805	CALM2	NA	NA
hsa04921	P-hsa04921-34 35	Oxytocin signaling pathway: MYL9 ACTB	808	CALM3	NA	NA
hsa04921	P-hsa04921-34 35	Oxytocin signaling pathway: MYL9 ACTB	810	CALML3	NA	NA
hsa04921	P-hsa04921-34 35	Oxytocin signaling pathway: MYL9 ACTB	5021	OXTR	NA	NA
hsa04921	P-hsa04921-34 35	Oxytocin signaling pathway: MYL9 ACTB	5020	OXT	NA	NA
hsa04921	P-hsa04921-34 35	Oxytocin signaling pathway: MYL9 ACTB	23236	PLCB1	NA	NA
hsa04921	P-hsa04921-34 35	Oxytocin signaling pathway: MYL9 ACTB	5330	PLCB2	NA	NA
hsa04921	P-hsa04921-34 35	Oxytocin signaling pathway: MYL9 ACTB	5331	PLCB3	NA	NA
hsa04921	P-hsa04921-34 35	Oxytocin signaling pathway: MYL9 ACTB	5332	PLCB4	NA	NA
hsa04921	P-hsa04921-34 35	Oxytocin signaling pathway: MYL9 ACTB	387	RHOA	NA	NA
hsa04921	P-hsa04921-34 35	Oxytocin signaling pathway: MYL9 ACTB	6093	ROCK1	NA	NA
hsa04921	P-hsa04921-34 35	Oxytocin signaling pathway: MYL9 ACTB	9475	ROCK2	NA	NA
hsa04921	P-hsa04921-34 35	Oxytocin signaling pathway: MYL9 ACTB	4659	PPP1R12A	NA	NA
hsa04921	P-hsa04921-34 35	Oxytocin signaling pathway: MYL9 ACTB	4660	PPP1R12B	NA	NA
hsa04921	P-hsa04921-34 35	Oxytocin signaling pathway: MYL9 ACTB	54776	PPP1R12C	NA	NA
hsa04921	P-hsa04921-34 35	Oxytocin signaling pathway: MYL9 ACTB	5499	PPP1CA	NA	NA
hsa04921	P-hsa04921-34 35	Oxytocin signaling pathway: MYL9 ACTB	5500	PPP1CB	NA	NA
hsa04921	P-hsa04921-34 35	Oxytocin signaling pathway: MYL9 ACTB	5501	PPP1CC	NA	NA
hsa04921	P-hsa04921-34 35	Oxytocin signaling pathway: MYL9 ACTB	3708	ITPR1	NA	NA
hsa04921	P-hsa04921-34 35	Oxytocin signaling pathway: MYL9 ACTB	3709	ITPR2	NA	NA
hsa04921	P-hsa04921-34 35	Oxytocin signaling pathway: MYL9 ACTB	3710	ITPR3	NA	NA
hsa04921	P-hsa04921-34 35	Oxytocin signaling pathway: MYL9 ACTB	10398	MYL9	MYL9	MYL9
hsa04921	P-hsa04921-34 35	Oxytocin signaling pathway: MYL9 ACTB	140465	MYL6B	MYL6B	NA
hsa04921	P-hsa04921-34 35	Oxytocin signaling pathway: MYL9 ACTB	4637	MYL6	MYL6	NA
hsa04921	P-hsa04921-34 35	Oxytocin signaling pathway: MYL9 ACTB	60	ACTB	ACTB	ACTB
hsa04921	P-hsa04921-34 35	Oxytocin signaling pathway: MYL9 ACTB	71	ACTG1	ACTG1	NA
hsa04921	P-hsa04921-33	Oxytocin signaling pathway: 3,5-Cyclic GMP	2776	GNAQ	NA	NA
hsa04921	P-hsa04921-33	Oxytocin signaling pathway: 3,5-Cyclic GMP	163688	CALML6	NA	NA
hsa04921	P-hsa04921-33	Oxytocin signaling pathway: 3,5-Cyclic GMP	51806	CALML5	NA	NA
hsa04921	P-hsa04921-33	Oxytocin signaling pathway: 3,5-Cyclic GMP	801	CALM1	NA	NA
hsa04921	P-hsa04921-33	Oxytocin signaling pathway: 3,5-Cyclic GMP	805	CALM2	NA	NA
hsa04921	P-hsa04921-33	Oxytocin signaling pathway: 3,5-Cyclic GMP	808	CALM3	NA	NA
hsa04921	P-hsa04921-33	Oxytocin signaling pathway: 3,5-Cyclic GMP	810	CALML3	NA	NA
hsa04921	P-hsa04921-33	Oxytocin signaling pathway: 3,5-Cyclic GMP	5021	OXTR	NA	NA
hsa04921	P-hsa04921-33	Oxytocin signaling pathway: 3,5-Cyclic GMP	5020	OXT	NA	NA
hsa04921	P-hsa04921-33	Oxytocin signaling pathway: 3,5-Cyclic GMP	23236	PLCB1	NA	NA
hsa04921	P-hsa04921-33	Oxytocin signaling pathway: 3,5-Cyclic GMP	5330	PLCB2	NA	NA
hsa04921	P-hsa04921-33	Oxytocin signaling pathway: 3,5-Cyclic GMP	5331	PLCB3	NA	NA
hsa04921	P-hsa04921-33	Oxytocin signaling pathway: 3,5-Cyclic GMP	5332	PLCB4	NA	NA
hsa04921	P-hsa04921-33	Oxytocin signaling pathway: 3,5-Cyclic GMP	57118	CAMK1D	NA	NA
hsa04921	P-hsa04921-33	Oxytocin signaling pathway: 3,5-Cyclic GMP	57172	CAMK1G	NA	NA
hsa04921	P-hsa04921-33	Oxytocin signaling pathway: 3,5-Cyclic GMP	814	CAMK4	NA	NA
hsa04921	P-hsa04921-33	Oxytocin signaling pathway: 3,5-Cyclic GMP	815	CAMK2A	NA	NA
hsa04921	P-hsa04921-33	Oxytocin signaling pathway: 3,5-Cyclic GMP	816	CAMK2B	NA	NA
