gene	DB_symbol	regulation	GeneType	ONG_Alias	ONG_Links	ONG_Cytoband	ONG_FullName	TSG_Alias	TSG_Links	TSG_Chromosome	TSG_Cytoband	TSG_FullName
27250	PDCD4	TSG	protein-coding	NA	NA	NA	NA	H731	MIM:608610|HGNC:HGNC:8763|Ensembl:ENSG00000150593|HPRD:10549|Vega:OTTHUMG00000019048	10	10q24	programmed cell death 4 (neoplastic transformation inhibitor)
27253	PCDH17	TSG	protein-coding	NA	NA	NA	NA	PCDH68|PCH68	MIM:611760|HGNC:HGNC:14267|Ensembl:ENSG00000118946|Vega:OTTHUMG00000016992	13	13q21.1	protocadherin 17
27302	BMP10	TSG	protein-coding	NA	NA	NA	NA	-	MIM:608748|HGNC:HGNC:20869|Ensembl:ENSG00000163217|HPRD:09788|Vega:OTTHUMG00000129573	2	2p13.3	bone morphogenetic protein 10
27303	RBMS3	TSG	protein-coding	NA	NA	NA	NA	-	MIM:605786|HGNC:HGNC:13427|Ensembl:ENSG00000144642|HPRD:16155|Vega:OTTHUMG00000155699	3	3p24-p23	RNA binding motif, single stranded interacting protein 3
27316	RBMX	TSG	protein-coding	NA	NA	NA	NA	HNRNPG|HNRPG|RBMXP1|RBMXRT|RNMX|hnRNP-G	MIM:300199|HGNC:HGNC:9910|Ensembl:ENSG00000147274|HPRD:02186|Vega:OTTHUMG00000022517	X	Xq26.3	RNA binding motif protein, X-linked
27330	RPS6KA6	TSG	protein-coding	NA	NA	NA	NA	PP90RSK4|RSK4	MIM:300303|HGNC:HGNC:10435|Ensembl:ENSG00000072133|HPRD:02250	X	Xq21	ribosomal protein S6 kinase, 90kDa, polypeptide 6
27429	HTRA2	TSG	protein-coding	NA	NA	NA	NA	OMI|PARK13|PRSS25	MIM:606441|HGNC:HGNC:14348|Ensembl:ENSG00000115317|HPRD:05919|Vega:OTTHUMG00000129957	2	2p12	HtrA serine peptidase 2
28996	HIPK2	TSG	protein-coding	NA	NA	NA	NA	PRO0593	MIM:606868|HGNC:HGNC:14402|Ensembl:ENSG00000064393|HPRD:06039|Vega:OTTHUMG00000157704	7	7q32-q34	homeodomain interacting protein kinase 2
29072	SETD2	TSG	protein-coding	NA	NA	NA	NA	HBP231|HIF-1|HIP-1|HYPB|KMT3A|SET2|p231HBP	MIM:612778|HGNC:HGNC:18420|Ensembl:ENSG00000181555|HPRD:11043|Vega:OTTHUMG00000133514	3	3p21.31	SET domain containing 2
29108	PYCARD	TSG	protein-coding	NA	NA	NA	NA	ASC|CARD5|TMS|TMS-1|TMS1	MIM:606838|HGNC:HGNC:16608|Ensembl:ENSG00000103490|HPRD:06020|Vega:OTTHUMG00000176753	16	16p11.2	PYD and CARD domain containing
29117	BRD7	TSG	protein-coding	NA	NA	NA	NA	BP75|CELTIX1|NAG4	HGNC:HGNC:14310|Ensembl:ENSG00000166164|Vega:OTTHUMG00000133170	16	16q12	bromodomain containing 7
29119	CTNNA3	TSG	protein-coding	NA	NA	NA	NA	ARVD13|VR22	MIM:607667|HGNC:HGNC:2511|Ensembl:ENSG00000183230|HPRD:09639|Vega:OTTHUMG00000018334	10	10q22.2	catenin (cadherin-associated protein), alpha 3
29760	BLNK	TSG	protein-coding	NA	NA	NA	NA	AGM4|BASH|BLNK-S|LY57|SLP-65|SLP65|bca	MIM:604515|HGNC:HGNC:14211|Ensembl:ENSG00000095585|HPRD:05153|Vega:OTTHUMG00000018827	10	10q23.2-q23.33	B-cell linker
29914	UBIAD1	TSG	protein-coding	NA	NA	NA	NA	SCCD|TERE1	MIM:611632|HGNC:HGNC:30791|Ensembl:ENSG00000120942|HPRD:15487|Vega:OTTHUMG00000002075	1	1p36.22	UbiA prenyltransferase domain containing 1
29948	OSGIN1	TSG	protein-coding	NA	NA	NA	NA	BDGI|OKL38	MIM:607975|HGNC:HGNC:30093|Ensembl:ENSG00000140961|HPRD:06412|Vega:OTTHUMG00000137640	16	16q23.3	oxidative stress induced growth inhibitor 1
29959	NRBP1	TSG	protein-coding	NA	NA	NA	NA	BCON3|MADM|MUDPNP|NRBP	MIM:606010|HGNC:HGNC:7993|Ensembl:ENSG00000115216|HPRD:05819|Vega:OTTHUMG00000097789	2	2p23	nuclear receptor binding protein 1
29997	GLTSCR2	TSG	protein-coding	NA	NA	NA	NA	PICT-1|PICT1	MIM:605691|HGNC:HGNC:4333|Ensembl:ENSG00000105373|HPRD:16142|Vega:OTTHUMG00000183059	19	19q13.3	glioma tumor suppressor candidate region gene 2
29998	GLTSCR1	TSG	protein-coding	NA	NA	NA	NA	-	MIM:605690|HGNC:HGNC:4332|Ensembl:ENSG00000063169|HPRD:09296|Vega:OTTHUMG00000183263	19	19q13.3	glioma tumor suppressor candidate region gene 1
30845	EHD3	TSG	protein-coding	NA	NA	NA	NA	PAST3	MIM:605891|HGNC:HGNC:3244|HPRD:16170	2	2p21	EH-domain containing 3
49860	CRNN	TSG	protein-coding	NA	NA	NA	NA	C1orf10|DRC1|PDRC1|SEP53	MIM:611312|HGNC:HGNC:1230|Ensembl:ENSG00000143536|HPRD:12720|Vega:OTTHUMG00000012383	1	1q21	cornulin
50486	G0S2	TSG	protein-coding	NA	NA	NA	NA	-	MIM:614447|HGNC:HGNC:30229|Ensembl:ENSG00000123689|HPRD:09968|Vega:OTTHUMG00000036479	1	1q32.2	G0/G1 switch 2
50514	Dec-01	TSG	protein-coding	NA	NA	NA	NA	CTS9	MIM:604767|HGNC:HGNC:23658|Ensembl:ENSG00000173077|HPRD:16068|Vega:OTTHUMG00000020549	9	9q32	deleted in esophageal cancer 1
50943	FOXP3	TSG	protein-coding	NA	NA	NA	NA	AIID|DIETER|IPEX|PIDX|XPID	MIM:300292|HGNC:HGNC:6106|Ensembl:ENSG00000049768|HPRD:02242|Vega:OTTHUMG00000024135	X	Xp11.23	forkhead box P3
51100	SH3GLB1	TSG	protein-coding	NA	NA	NA	NA	Bif-1|PPP1R70|dJ612B15.2	MIM:609287|HGNC:HGNC:10833|Ensembl:ENSG00000097033|HPRD:15333|Vega:OTTHUMG00000010257	1	1p22	SH3-domain GRB2-like endophilin B1
51129	ANGPTL4	TSG	protein-coding	NA	NA	NA	NA	ANGPTL2|ARP4|FIAF|HARP|HFARP|NL2|PGAR|TGQTL|UNQ171|pp1158	MIM:605910|HGNC:HGNC:16039|Ensembl:ENSG00000167772|HPRD:16173|Vega:OTTHUMG00000182273	19	19p13.3	angiopoietin-like 4
51147	ING4	TSG	protein-coding	NA	NA	NA	NA	my036|p29ING4	MIM:608524|HGNC:HGNC:19423|Ensembl:ENSG00000111653|HPRD:09774|Vega:OTTHUMG00000141274	12	12p13.31	inhibitor of growth family, member 4
51177	PLEKHO1	TSG	protein-coding	NA	NA	NA	NA	CKIP-1|OC120	MIM:608335|HGNC:HGNC:24310|HPRD:12217	1	1q21.2	pleckstrin homology domain containing, family O member 1
51196	PLCE1	TSG	protein-coding	NA	NA	NA	NA	NPHS3|PLCE|PPLC	MIM:608414|HGNC:HGNC:17175|Ensembl:ENSG00000138193|HPRD:07087|Vega:OTTHUMG00000018789	10	10q23	phospholipase C, epsilon 1
51201	ZDHHC2	TSG	protein-coding	NA	NA	NA	NA	DHHC2|ZNF372	HGNC:HGNC:18469|Ensembl:ENSG00000104219|HPRD:15715|Vega:OTTHUMG00000163860	8	8p22	zinc finger, DHHC-type containing 2
51237	MZB1	TSG	protein-coding	NA	NA	NA	NA	MEDA-7|PACAP|pERp1	MIM:609447|HGNC:HGNC:30125|Ensembl:ENSG00000170476|HPRD:17815|Vega:OTTHUMG00000163390	5	5q31.2	marginal zone B and B1 cell-specific protein
51247	PAIP2	TSG	protein-coding	NA	NA	NA	NA	PAIP-2|PAIP2A	MIM:605604|HGNC:HGNC:17970|Ensembl:ENSG00000120727|HPRD:05726|Vega:OTTHUMG00000129227	5	5q31.2	poly(A) binding protein interacting protein 2
51330	TNFRSF12A	TSG	protein-coding	NA	NA	NA	NA	CD266|FN14|TWEAKR	MIM:605914|HGNC:HGNC:18152|Ensembl:ENSG00000006327|HPRD:05801|Vega:OTTHUMG00000129001	16	16p13.3	tumor necrosis factor receptor superfamily, member 12A
51339	DACT1	TSG	protein-coding	NA	NA	NA	NA	DAPPER|DAPPER1|DPR1|FRODO|HDPR1|THYEX3	MIM:607861|HGNC:HGNC:17748|Ensembl:ENSG00000165617|HPRD:09709|Vega:OTTHUMG00000140324	14	14q23.1	dishevelled-binding antagonist of beta-catenin 1
51343	FZR1	TSG	protein-coding	NA	NA	NA	NA	CDC20C|CDH1|FZR|FZR2|HCDH|HCDH1	MIM:603619|HGNC:HGNC:24824|HPRD:04687	19	19p13.3	fizzy/cell division cycle 20 related 1 (Drosophila)
51364	ZMYND10	TSG	protein-coding	NA	NA	NA	NA	BLU|CILD22|FLU	MIM:607070|HGNC:HGNC:19412|Ensembl:ENSG00000004838|HPRD:06145|Vega:OTTHUMG00000156874	3	3p21.3	zinc finger, MYND-type containing 10
51406	NOL7	TSG	protein-coding	NA	NA	NA	NA	C6orf90|PQBP3|RARG-1|dJ223E5.2	MIM:611533|HGNC:HGNC:21040|HPRD:17641	6	6p23	nucleolar protein 7, 27kDa
51473	DCDC2	TSG	protein-coding	NA	NA	NA	NA	DCDC2A|RU2|RU2S	MIM:605755|HGNC:HGNC:18141|Ensembl:ENSG00000146038|HPRD:09308|Vega:OTTHUMG00000016275	6	6p22.1	doublecortin domain containing 2
51474	LIMA1	TSG	protein-coding	NA	NA	NA	NA	EPLIN|SREBP3	MIM:608364|HGNC:HGNC:24636|Ensembl:ENSG00000050405|HPRD:09755|Vega:OTTHUMG00000169852	12	12q13	LIM domain and actin binding 1
51523	CXXC5	TSG	protein-coding	NA	NA	NA	NA	CF5|RINF|WID	MIM:612752|HGNC:HGNC:26943|Ensembl:ENSG00000171604|HPRD:13105|Vega:OTTHUMG00000163331	5	5q31.2	CXXC finger protein 5
51684	SUFU	TSG	protein-coding	NA	NA	NA	NA	PRO1280|SUFUH|SUFUXL	MIM:607035|HGNC:HGNC:16466|Ensembl:ENSG00000107882|HPRD:06124|Vega:OTTHUMG00000018966	10	10q24.32	suppressor of fused homolog (Drosophila)
51696	HECA	TSG	protein-coding	NA	NA	NA	NA	HDC|HDCL|HHDC|dJ225E12.1	MIM:607977|HGNC:HGNC:21041|Ensembl:ENSG00000112406|HPRD:16265|Vega:OTTHUMG00000015686	6	6q23-q24	headcase homolog (Drosophila)
51700	CYB5R2	TSG	protein-coding	NA	NA	NA	NA	B5R.2	MIM:608342|HGNC:HGNC:24376|Ensembl:ENSG00000166394|HPRD:06435|Vega:OTTHUMG00000165665	11	11p15.4	cytochrome b5 reductase 2
51720	UIMC1	TSG	protein-coding	NA	NA	NA	NA	RAP80|X2HRIP110	MIM:609433|HGNC:HGNC:30298|Ensembl:ENSG00000087206|HPRD:11482|Vega:OTTHUMG00000130852	5	5q35.2	ubiquitin interaction motif containing 1
51741	WWOX	TSG	protein-coding	NA	NA	NA	NA	D16S432E|FOR|FRA16D|HHCMA56|PRO0128|SCAR12|SDR41C1|WOX1	MIM:605131|HGNC:HGNC:12799|Ensembl:ENSG00000186153|HPRD:05501|Vega:OTTHUMG00000176851	16	16q23	WW domain containing oxidoreductase
51780	KDM3B	TSG	protein-coding	NA	NA	NA	NA	5qNCA|C5orf7|JMJD1B|NET22	MIM:609373|HGNC:HGNC:1337|Ensembl:ENSG00000120733|HPRD:11055|Vega:OTTHUMG00000163469	5	5q31	lysine (K)-specific demethylase 3B
53353	LRP1B	TSG	protein-coding	NA	NA	NA	NA	LRP-DIT|LRPDIT	MIM:608766|HGNC:HGNC:6693|Ensembl:ENSG00000168702|HPRD:16383|Vega:OTTHUMG00000131799	2	2q21.2	low density lipoprotein receptor-related protein 1B
54206	ERRFI1	TSG	protein-coding	NA	NA	NA	NA	GENE-33|MIG-6|MIG6|RALT	MIM:608069|HGNC:HGNC:18185|Ensembl:ENSG00000116285|HPRD:09218|Vega:OTTHUMG00000001221	1	1p36	ERBB receptor feedback inhibitor 1
54556	ING3	TSG	protein-coding	NA	NA	NA	NA	Eaf4|ING2|MEAF4|p47ING3	MIM:607493|HGNC:HGNC:14587|Ensembl:ENSG00000071243|HPRD:06321|Vega:OTTHUMG00000141270	7	7q31	inhibitor of growth family, member 3
54583	EGLN1	TSG	protein-coding	NA	NA	NA	NA	C1orf12|ECYT3|HIF-PH2|HIFPH2|HPH-2|HPH2|PHD2|SM20|ZMYND6	MIM:606425|HGNC:HGNC:1232|Ensembl:ENSG00000135766|HPRD:06971|Vega:OTTHUMG00000038027	1	1q42.1	egl-9 family hypoxia-inducible factor 1
54739	XAF1	TSG	protein-coding	NA	NA	NA	NA	BIRC4BP|HSXIAPAF1|XIAPAF1	MIM:606717|HGNC:HGNC:30932|Ensembl:ENSG00000132530|HPRD:06978|Vega:OTTHUMG00000177908	17	17p13.1	XIAP associated factor 1
54756	IL17RD	TSG	protein-coding	NA	NA	NA	NA	HH18|IL-17RD|IL17RLM|SEF	MIM:606807|HGNC:HGNC:17616|Ensembl:ENSG00000144730|Vega:OTTHUMG00000150171	3	3p14.3	interleukin 17 receptor D
54766	BTG4	TSG	protein-coding	NA	NA	NA	NA	PC3B	MIM:605673|HGNC:HGNC:13862|Ensembl:ENSG00000137707|HPRD:16138|Vega:OTTHUMG00000166718	11	11q23	B-cell translocation gene 4
54778	RNF111	TSG	protein-coding	NA	NA	NA	NA	ARK	MIM:605840|HGNC:HGNC:17384|Ensembl:ENSG00000157450|HPRD:09318|Vega:OTTHUMG00000132716	15	15q21	ring finger protein 111
54790	TET2	TSG	protein-coding	NA	NA	NA	NA	KIAA1546|MDS	MIM:612839|HGNC:HGNC:25941|Ensembl:ENSG00000168769|HPRD:07876|Vega:OTTHUMG00000131213	4	4q24	tet methylcytosine dioxygenase 2
54802	TRIT1	TSG	protein-coding	NA	NA	NA	NA	IPT|MOD5	HGNC:HGNC:20286|Ensembl:ENSG00000043514|HPRD:18226|Vega:OTTHUMG00000009245	1	1p34.2	tRNA isopentenyltransferase 1
54845	ESRP1	TSG	protein-coding	NA	NA	NA	NA	RBM35A|RMB35A	MIM:612959|HGNC:HGNC:25966|Ensembl:ENSG00000104413|HPRD:07881|Vega:OTTHUMG00000164587	8	8q22.1	epithelial splicing regulatory protein 1
54979	HRASLS2	TSG	protein-coding	NA	NA	NA	NA	PLA1/2-2	MIM:613866|HGNC:HGNC:17824|Ensembl:ENSG00000133328|HPRD:13670|Vega:OTTHUMG00000167851	11	11q12.3	HRAS-like suppressor 2
54984	PINX1	TSG	protein-coding	NA	NA	NA	NA	LPTL|LPTS	MIM:606505|HGNC:HGNC:30046|Ensembl:ENSG00000254093|HPRD:05934|Vega:OTTHUMG00000163808	8	8p23	PIN2/TERF1 interacting, telomerase inhibitor 1
55124	PIWIL2	TSG	protein-coding	NA	NA	NA	NA	CT80|HILI|PIWIL1L|mili	MIM:610312|HGNC:HGNC:17644|Ensembl:ENSG00000197181|HPRD:11434|Vega:OTTHUMG00000097767	8	8p21.3	piwi-like RNA-mediated gene silencing 2
55164	SHQ1	TSG	protein-coding	NA	NA	NA	NA	Shq1p	MIM:613663|HGNC:HGNC:25543|Ensembl:ENSG00000144736|HPRD:07682|Vega:OTTHUMG00000158814	3	3p13	SHQ1, H/ACA ribonucleoprotein assembly factor
55193	PBRM1	TSG	protein-coding	NA	NA	NA	NA	BAF180|PB1	MIM:606083|HGNC:HGNC:30064|Ensembl:ENSG00000163939|Vega:OTTHUMG00000152663	3	3p21	polybromo 1
55223	TRIM62	TSG	protein-coding	NA	NA	NA	NA	DEAR1	HGNC:HGNC:25574|Ensembl:ENSG00000116525|HPRD:07697|Vega:OTTHUMG00000004132	1	1p35.1	tripartite motif containing 62
55233	MOB1A	TSG	protein-coding	NA	NA	NA	NA	C2orf6|MATS1|MOB1|MOBK1B|MOBKL1B|Mob4B	MIM:609281|HGNC:HGNC:16015|HPRD:14727	2	2p13.1	MOB kinase activator 1A
55259	CASC1	TSG	protein-coding	NA	NA	NA	NA	LAS1|PPP1R54	HGNC:HGNC:29599|Ensembl:ENSG00000118307|HPRD:16684|Vega:OTTHUMG00000150195	12	12p12.1	cancer susceptibility candidate 1
55275	VPS53	TSG	protein-coding	NA	NA	NA	NA	HCCS1|PCH2E|hVps53L|pp13624	MIM:615850|HGNC:HGNC:25608|Ensembl:ENSG00000141252|HPRD:07720|Vega:OTTHUMG00000177441	17	17p13.3	vacuolar protein sorting 53 homolog (S. cerevisiae)
55294	FBXW7	TSG	protein-coding	NA	NA	NA	NA	AGO|CDC4|FBW6|FBW7|FBX30|FBXO30|FBXW6|SEL-10|SEL10|hAgo|hCdc4	MIM:606278|HGNC:HGNC:16712|Ensembl:ENSG00000109670|HPRD:05888|Vega:OTTHUMG00000185246	4	4q31.3	F-box and WD repeat domain containing 7, E3 ubiquitin protein ligase
55384	MEG3	TSG	ncRNA	NA	NA	NA	NA	FP504|GTL2|LINC00023|NCRNA00023|PRO0518|PRO2160|prebp1	MIM:605636|HGNC:HGNC:14575|Ensembl:ENSG00000214548	14	14q32	maternally expressed 3 (non-protein coding)
55450	CAMK2N1	TSG	protein-coding	NA	NA	NA	NA	PRO1489	MIM:614986|HGNC:HGNC:24190|Ensembl:ENSG00000162545|HPRD:13112|Vega:OTTHUMG00000002837	1	1p36.12	calcium/calmodulin-dependent protein kinase II inhibitor 1
55544	RBM38	TSG	protein-coding	NA	NA	NA	NA	HSRNASEB|RNPC1|SEB4B|SEB4D|dJ800J21.2	MIM:612428|HGNC:HGNC:15818|Ensembl:ENSG00000132819|HPRD:15268|Vega:OTTHUMG00000032820	20	20q13.31	RNA binding motif protein 38
55591	VEZT	TSG	protein-coding	NA	NA	NA	NA	VEZATIN	HGNC:HGNC:18258|Ensembl:ENSG00000028203|HPRD:11671|Vega:OTTHUMG00000170182	12	12q22	vezatin, adherens junctions transmembrane protein
55615	PRR5	TSG	protein-coding	NA	NA	NA	NA	FLJ20185k|PP610|PROTOR-1|PROTOR1	MIM:609406|HGNC:HGNC:31682|Ensembl:ENSG00000186654|HPRD:18696|Vega:OTTHUMG00000150460	22	22q13	proline rich 5 (renal)
55630	SLC39A4	TSG	protein-coding	NA	NA	NA	NA	AEZ|AWMS2|ZIP4	MIM:607059|HGNC:HGNC:17129|Ensembl:ENSG00000147804|HPRD:06137|Vega:OTTHUMG00000165208	8	8q24.3	solute carrier family 39 (zinc transporter), member 4
55654	TMEM127	TSG	protein-coding	NA	NA	NA	NA	-	MIM:613403|HGNC:HGNC:26038|HPRD:07917	2	2q11.2	transmembrane protein 127
55717	WDR11	TSG	protein-coding	NA	NA	NA	NA	BRWD2|DR11|HH14|WDR15	MIM:606417|HGNC:HGNC:13831|Ensembl:ENSG00000120008|HPRD:16218|Vega:OTTHUMG00000019171	10	10q26	WD repeat domain 11
55735	DNAJC11	TSG	protein-coding	NA	NA	NA	NA	dJ126A5.1	MIM:614827|HGNC:HGNC:25570|Ensembl:ENSG00000007923|HPRD:07112|Vega:OTTHUMG00000001443	1	1p36.31	DnaJ (Hsp40) homolog, subfamily C, member 11
55743	CHFR	TSG	protein-coding	NA	NA	NA	NA	RNF116|RNF196	MIM:605209|HGNC:HGNC:20455|Ensembl:ENSG00000072609|Vega:OTTHUMG00000167930	12	12q24.33	checkpoint with forkhead and ring finger domains, E3 ubiquitin protein ligase
55748	CNDP2	TSG	protein-coding	NA	NA	NA	NA	CN2|CPGL|HEL-S-13|HsT2298|PEPA	MIM:169800|HGNC:HGNC:24437|Ensembl:ENSG00000133313|HPRD:09893|Vega:OTTHUMG00000132853	18	18q22.3	CNDP dipeptidase 2 (metallopeptidase M20 family)
55749	CCAR1	TSG	protein-coding	NA	NA	NA	NA	-	MIM:612569|HGNC:HGNC:24236|Ensembl:ENSG00000060339|HPRD:10811|Vega:OTTHUMG00000018361	10	10q21.3	cell division cycle and apoptosis regulator 1
55799	CACNA2D3	TSG	protein-coding	NA	NA	NA	NA	HSA272268	MIM:606399|HGNC:HGNC:15460|Ensembl:ENSG00000157445|HPRD:05907|Vega:OTTHUMG00000158580	3	3p21.1	calcium channel, voltage-dependent, alpha 2/delta subunit 3
55818	KDM3A	TSG	protein-coding	NA	NA	NA	NA	JHDM2A|JHMD2A|JMJD1|JMJD1A|TSGA	MIM:611512|HGNC:HGNC:20815|Ensembl:ENSG00000115548|HPRD:11054|Vega:OTTHUMG00000130204	2	2p11.2	lysine (K)-specific demethylase 3A
55840	EAF2	TSG	protein-coding	NA	NA	NA	NA	BM040|TRAITS|U19	MIM:607659|HGNC:HGNC:23115|Ensembl:ENSG00000145088|HPRD:09634|Vega:OTTHUMG00000159424	3	3q13.33	ELL associated factor 2
55901	THSD1	TSG	protein-coding	NA	NA	NA	NA	TMTSP|UNQ3010	HGNC:HGNC:17754|Ensembl:ENSG00000136114|HPRD:18180|Vega:OTTHUMG00000016963	13	13q14.3	thrombospondin, type I, domain containing 1
55966	AJAP1	TSG	protein-coding	NA	NA	NA	NA	MOT8|SHREW-1|SHREW1	MIM:610972|HGNC:HGNC:30801|Ensembl:ENSG00000196581|HPRD:15339|Vega:OTTHUMG00000000645	1	1p36.32	adherens junctions associated protein 1
56287	GKN1	TSG	protein-coding	NA	NA	NA	NA	AMP18|BRICD1|CA11|FOV|foveolin	MIM:606402|HGNC:HGNC:23217|Ensembl:ENSG00000169605|HPRD:16217|Vega:OTTHUMG00000129574	2	2p13.3	gastrokine 1
56475	RPRM	TSG	protein-coding	NA	NA	NA	NA	REPRIMO	MIM:612171|HGNC:HGNC:24201|Ensembl:ENSG00000177519|HPRD:18002|Vega:OTTHUMG00000131905	2	2q23.3	reprimo, TP53 dependent G2 arrest mediator candidate
56616	DIABLO	TSG	protein-coding	NA	NA	NA	NA	DFNA64|SMAC	MIM:605219|HGNC:HGNC:21528|Ensembl:ENSG00000184047|HPRD:05560|Vega:OTTHUMG00000157014	12	12q24.31	diablo, IAP-binding mitochondrial protein
56666	PANX2	TSG	protein-coding	NA	NA	NA	NA	PX2|hPANX2	MIM:608421|HGNC:HGNC:8600|Ensembl:ENSG00000073150|HPRD:09760|Vega:OTTHUMG00000044649	22	22q13.33	pannexin 2
56849	TCEAL7	TSG	protein-coding	NA	NA	NA	NA	MPMGp800C04260Q003|WEX5	MIM:300771|HGNC:HGNC:28336|Ensembl:ENSG00000182916|HPRD:06641|Vega:OTTHUMG00000022096	X	Xq22.1	transcription elongation factor A (SII)-like 7
56925	LXN	TSG	protein-coding	NA	NA	NA	NA	ECI|TCI	MIM:609305|HGNC:HGNC:13347|Ensembl:ENSG00000079257|HPRD:14327|Vega:OTTHUMG00000158807	3	3q25.32	latexin
56940	DUSP22	TSG	protein-coding	NA	NA	NA	NA	JKAP|JSP-1|JSP1|LMW-DSP2|LMWDSP2|MKP-x|MKPX|VHX	HGNC:HGNC:16077|Ensembl:ENSG00000112679|HPRD:13255|Vega:OTTHUMG00000014113	6	6p25.3	dual specificity phosphatase 22
56954	NIT2	TSG	protein-coding	NA	NA	NA	NA	HEL-S-8a	HGNC:HGNC:29878|HPRD:17634	3	3q12.2	nitrilase family, member 2
56981	PRDM11	TSG	protein-coding	NA	NA	NA	NA	PFM8	HGNC:HGNC:13996|Ensembl:ENSG00000019485|HPRD:11456|Vega:OTTHUMG00000166478	11	11p11	PR domain containing 11
56998	CTNNBIP1	TSG	protein-coding	NA	NA	NA	NA	ICAT	MIM:607758|HGNC:HGNC:16913|Ensembl:ENSG00000178585|HPRD:09677|Vega:OTTHUMG00000001796	1	1p36.22	catenin, beta interacting protein 1
56999	ADAMTS9	TSG	protein-coding	NA	NA	NA	NA	-	MIM:605421|HGNC:HGNC:13202|Ensembl:ENSG00000163638|HPRD:05662|Vega:OTTHUMG00000158722	3	3p14.1	ADAM metallopeptidase with thrombospondin type 1 motif, 9
57107	PDSS2	TSG	protein-coding	NA	NA	NA	NA	C6orf210|COQ10D3|DLP1|bA59I9.3|hDLP1	MIM:610564|HGNC:HGNC:23041|Ensembl:ENSG00000164494|HPRD:12879|Vega:OTTHUMG00000059359	6	6q21	prenyl (decaprenyl) diphosphate synthase, subunit 2
57111	RAB25	TSG	protein-coding	NA	NA	NA	NA	CATX-8|RAB11C	MIM:612942|HGNC:HGNC:18238|Ensembl:ENSG00000132698|HPRD:06698|Vega:OTTHUMG00000017457	1	1q22	RAB25, member RAS oncogene family
57142	RTN4	TSG	protein-coding	NA	NA	NA	NA	ASY|NI220/250|NOGO|NOGO-A|NOGOC|NSP|NSP-CL|Nbla00271|Nbla10545|Nogo-B|Nogo-C|RTN-X|RTN4-A|RTN4-B1|RTN4-B2|RTN4-C	MIM:604475|HGNC:HGNC:14085|Ensembl:ENSG00000115310|HPRD:07259|Vega:OTTHUMG00000129337	2	2p16.3	reticulon 4
57410	SCYL1	TSG	protein-coding	NA	NA	NA	NA	GKLP|NKTL|NTKL|P105|TAPK|TEIF|TRAP	MIM:607982|HGNC:HGNC:14372|Ensembl:ENSG00000142186|HPRD:06414|Vega:OTTHUMG00000166325	11	11q13	SCY1-like 1 (S. cerevisiae)
57447	NDRG2	TSG	protein-coding	NA	NA	NA	NA	SYLD	MIM:605272|HGNC:HGNC:14460|Ensembl:ENSG00000165795|HPRD:17630|Vega:OTTHUMG00000029619	14	14q11.2	NDRG family member 2
57491	AHRR	TSG	protein-coding	NA	NA	NA	NA	AHH|AHHR|bHLHe77	MIM:606517|HGNC:HGNC:346|Ensembl:ENSG00000063438|HPRD:07356|Vega:OTTHUMG00000162171	5	5p15.3	aryl-hydrocarbon receptor repressor
57509	MTUS1	TSG	protein-coding	NA	NA	NA	NA	ATBP|ATIP|ICIS|MP44|MTSG1	MIM:609589|HGNC:HGNC:29789|Ensembl:ENSG00000129422|HPRD:11376|Vega:OTTHUMG00000163756	8	8p22	microtubule associated tumor suppressor 1
57510	XPO5	TSG	protein-coding	NA	NA	NA	NA	exp5	MIM:607845|HGNC:HGNC:17675|Ensembl:ENSG00000124571|HPRD:06385|Vega:OTTHUMG00000014742	6	6p21.1	exportin 5
57531	HACE1	TSG	protein-coding	NA	NA	NA	NA	-	MIM:610876|HGNC:HGNC:21033|Ensembl:ENSG00000085382|HPRD:17086|Vega:OTTHUMG00000015287	6	6q16.3	HECT domain and ankyrin repeat containing E3 ubiquitin protein ligase 1
57575	PCDH10	TSG	protein-coding	NA	NA	NA	NA	OL-PCDH|PCDH19	MIM:608286|HGNC:HGNC:13404|Ensembl:ENSG00000138650|HPRD:12204|Vega:OTTHUMG00000161301	4	4q28.3	protocadherin 10
57586	SYT13	TSG	protein-coding	NA	NA	NA	NA	-	MIM:607716|HGNC:HGNC:14962|Ensembl:ENSG00000019505|HPRD:12128|Vega:OTTHUMG00000166504	11	11p12-p11	synaptotagmin XIII
57599	WDR48	TSG	protein-coding	NA	NA	NA	NA	P80|SPG60|UAF1	MIM:612167|HGNC:HGNC:30914|Ensembl:ENSG00000114742|HPRD:11146|Vega:OTTHUMG00000155972	3	3p21.33	WD repeat domain 48
57659	ZBTB4	TSG	protein-coding	NA	NA	NA	NA	KAISO-L1|ZNF903	MIM:612308|HGNC:HGNC:23847|Ensembl:ENSG00000174282|HPRD:11693|Vega:OTTHUMG00000108137	17	17p13.1	zinc finger and BTB domain containing 4
57727	NCOA5	TSG	protein-coding	NA	NA	NA	NA	CIA|bA465L10.6	HGNC:HGNC:15909|Ensembl:ENSG00000124160|HPRD:14813|Vega:OTTHUMG00000032639	20	20q12-q13.12	nuclear receptor coactivator 5
57758	SCUBE2	TSG	protein-coding	NA	NA	NA	NA	CEGB1|CEGF1|CEGP1	MIM:611747|HGNC:HGNC:30425|Ensembl:ENSG00000175356|HPRD:18030|Vega:OTTHUMG00000163880	11	11p15.3	signal peptide, CUB domain, EGF-like 2
